Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Dominica,DMA,1210860576.2075515,1313354824.5298438,1298867986.9821043,1435249379.6174386,1516791080.115255,1532939394.6651351,1636620194.2088268,1725600725.4257066,1860228335.0657644,1920041944.534068,1962952412.6146939,2000688289.8629403,1987254554.2617779,2181951582.792881,2275372346.2383404,2296771627.8623743
Dominican Republic,DOM,106518828019.85225,111841539749.31412,119906687515.41069,111960535702.21455,115172092539.82573,143279602294.4147,162624794739.2327,186466855841.45682,199403940790.97482,204147637567.50226,226036166939.95612,239896754967.07117,255254537270.64096,268169145879.49072,291094669156.93726,314684181801.4036
Ecuador,ECU,120718655242.00067,133103534501.70067,147098063298.34134,160301611760.50034,178665820051.47586,197533769146.93134,215062053606.96512,228700302463.54272,258608391839.1759,258128589417.98843,281584866221.52264,315804284622.4192,344278651609.4323,384919199243.48865,414085285047.069,396827389997.411
"Egypt, Arab Rep.",EGY,626939419490.5306,652171668453.8572,648953194572.546,662497744900.4452,691265764669.4355,742258611513.5518,828738743511.2252,935673811619.4227,1055039837652.8698,1138912056455.4077,1226231674128.9812,1286759144459.441,1506100830430.9856,1580039463428.5422,1616862615252.1685,1756428918299.5095
El Salvador,SLV,53269703029.665504,55750688979.68959,57975224349.58738,62687654242.02666,65591825360.47285,69798549946.08337,74865513484.05933,78179722759.83423,82776923653.74174,80887205768.02592,84713279896.60141,90880553717.69496,94327643820.7372,98764840119.89569,103578659998.79642,107759934125.38611
Equatorial Guinea,GNQ,5079452795.135795,6087129682.042265,8056943024.874239,8686582116.785227,12713262258.948923,21784382682.715324,34775109323.15188,44644477761.50996,56551205569.39075,48653411932.52483,43996496029.86708,54632778137.682495,62429193967.38747,62733358675.53791,62478392580.40502,47226498621.63918
Eritrea,ERI,5210871088.260503,5810906946.221383,6060020587.980529,6305172227.794463,6947350790.97348,7376260126.802134,7735829642.776502,8174085113.632806,7952529986.8989525,8925429246.000666,8913879934.67853,10224769489.822262,994044495.7064703,946531182.9053242,909935746.4007614,876473359.5846078
Estonia,EST,24270106226.175785,26105696076.63388,29169630278.717133,34990442233.567116,41480627049.719284,49682819241.93032,58647072261.14088,70384971245.73296,74970737871.72835,67023055250.47608,67539276826.99016,73999653802.37048,79737130443.74564,85605152637.6659,90097074925.35196,84767431899.24915
Eswatini,SWZ,8441282996.875524,8661204874.637337,8465107344.430167,9632167840.233688,11087090072.422102,13375454971.500996,13954675649.803375,14926513483.808928,14703632664.313192,15044805264.361467,16691806382.4936,17800443044.452827,18496265172.03525,18713950872.77404,18233290539.35007,17470781401.27462
Ethiopia,ETH,53971872527.5638,57853081190.43212,58959797990.853325,60338307848.09864,68990301520.40239,79764595038.48163,87781345170.03899,104240345416.34248,125370683639.91989,145874746670.75034,160426964686.0971,177980790077.2809,204729670208.2146,227986002072.2262,275995598889.31903,314109187146.0444
Faroe Islands,FRO,1072920801.3297874,1173751960.8344426,1284810187.227032,1507133130.9597144,1730191268.481135,1778161435.8118904,2041190343.7733715,2372484979.8167276,4541622353.600239,4203187147.9156,6709842928.320513,7289254302.262201,7502774049.730297,8095148796.848598,8510015109.12902,8090474956.035204
Fiji,FJI,8508392929.287288,8469389038.127688,9022189037.004843,9860496584.559408,11216454843.140268,12299120611.6932,12466542637.032013,13199654429.840725,14006217276.30684,13743673129.35856,13997895501.090506,15103533897.99213,16210004354.106724,17705563944.493927,20063248117.34449,20707459589.52748
Finland,FIN,429225519359.1217,415857824305.4711,430284341833.57996,472658379257.9613,549680078523.24255,595514444035.5765,628329256132.9847,718866083286.0577,796843126356.7544,717279403772.9739,744209751893.7028,765282446724.936,754864460905.2808,760336090457.5704,774989769217.3882,727757453344.1158
France,FRA,4677779951259.672,4647249081692.073,4764198847876.677,5291596048464.907,6000345907815.1,6549570845261.648,6978369714828.18,7603388589812.406,8190594641373.601,7947479267408.435,7978054099261.526,8365069452494.711,8128737968644.139,8421902864460.396,8533980555373.137,8051739240881.815
French Polynesia,PYF,8262357398.866939,3577963728.894849,4041054777.0425706,4985116539.856744,5619821279.452645,5768065038.14835,5939436027.996877,6700873683.393158,7236478900.65133,6656950387.503157,6195291525.908323,6288143988.008968,5792428454.142694,6143488692.971543,6199453077.101535,5358409191.304229
Gabon,GAB,27785396630.57217,28399146124.2554,29901637825.082386,32165307107.989872,34212699066.370487,40062110949.15731,40772167460.97543,46610337974.54407,48335085098.31203,46948744031.8308,51518386195.35438,58069013047.39727,61884038195.367134,64916257735.642044,69041856347.46422,61960312505.12131
"Gambia, The",GMB,4484547632.903166,4520024313.47468,4293951606.2470646,4487129626.59528,5483685897.531624,5647266328.323963,6022642482.209463,6567866414.379655,7060407157.93342,7516197171.2556095,8024338336.096478,7361863282.926319,7620890958.039054,7589145886.943609,7196593467.630482,7608524924.779334
Georgia,GEO,21170424288.582428,22192791754.692852,23658483508.510452,26886999692.76611,30683093172.2039,35188484141.009125,41417127137.7704,49498251276.70205,59487795946.06945,57743244360.78305,62367983290.87867,71274286926.6159,82818950776.73466,88157984290.46075,93886378542.1391,91954750714.56685
Germany,DEU,6446088177753.629,6403339700075.554,6461764089865.932,7185977588975.731,8087634496958.629,8586425424679.062,9219133644932.48,9996214143272.559,10638721709621.893,10249345653624.922,10528881834995.049,11244278675099.13,11026267577549.398,11436523036296.527,11827402309984.217,11279218975531.016
Ghana,GHA,63066555873.73802,65937135180.19122,70148719410.69374,77006635720.11848,83375950566.32736,93717632683.83267,110100298044.41711,127737922713.95964,151015773102.38712,157486447380.94846,177831299497.95197,207503893711.37903,231174207840.02448,279223606181.9769,281199591356.8968,281967262288.8455
Gibraltar,GIB,36913.433471897566,36964.62370526548,37776.196598032366,38350.93516529495,39053.132304092345,39792.53039098138,40410.62150223022,40800.19098184674,41615.899559465004,42555.10168792352,42853.803503292154,42729.3691866732,43204.31381768014,44134.76911332101,45144.26258061093,33695.24677249874
Greece,GRC,483940946135.3757,503145740464.52124,542000549806.025,630319993031.1567,727457136524.5674,777313068324.9574,854394741685.5642,928221090721.3937,1006611707057.8124,988349354172.0493,908160988515.6172,835692286468.1448,774555200789.3901,767900604102.0007,769851313191.2255,705722339551.6644
Greenland,GRL,3834078791.5517225,3856385268.804343,3918885261.4079328,4364593526.04805,5065914682.566409,5582021505.8913765,5695420717.65263,6495892963.210377,2499603489.414345,2530475541.7096877,2503679090.750668,2684976258.1888714,2610191716.129377,2685461333.928423,2842582753.301362,2499624401.2872276
Grenada,GRD,1928732977.4124653,1941947341.5507214,2146250768.7365785,2355226990.2611732,2426709694.1294565,2834515877.326532,2899343007.6461787,3117504616.6671133,3325902299.219045,3128650697.4951377,3202424549.0435896,3248209480.1348906,3332405379.697726,3508811217.4077725,3687726179.56236,3853570796.965172
Guam,GUM,159587.76149442245,160721.3197422206,3394182761.20458,3569184344.4394855,3869186541.9533296,4213189130.8747826,4238189460.07868,4397190703.050119,4658192709.123418,4828194264.308574,4949194870.161565,4984194961.658534,5265196085.506521,5399196780.342471,5610197556.589687,5799198231.26289
Guatemala,GTM,96160278741.98352,97885560685.79852,103305813152.66153,110183727389.12958,121426220867.85841,132768489556.5461,145462149522.00815,161351011164.2006,176427521290.31406,178015567451.71622,187240990172.58188,202692057872.7461,219114914550.4587,237119883946.58533,257482671957.02756,279709516151.8164
Guinea,GIN,22277827287.20423,22039251138.537178,23158506351.6161,23889114086.683662,25302397942.462147,24640796739.03939,25788751507.95238,29682707339.41736,32103081012.655666,32149639534.08557,33648047194.8585,34945940106.16543,35743557306.73997,37375978470.06873,40017692927.67338,41915565411.14456
Guinea-Bissau,GNB,3070293033.1777544,3073965804.2405095,3266766476.3914733,3521006043.42941,3723647406.5914397,3943970193.108393,4067825081.1423626,4364543563.904821,4805881519.223976,4929068265.029228,5174270505.176473,4852674536.386152,4633052340.571729,4943999747.421825,5278559440.9068165,5939354327.608924
Guyana,GUY,7149457773.8231735,7276516052.691174,7503574659.318729,7711119873.861172,8014092478.15964,8023765858.5332365,10100005473.881826,11458935971.227242,13304937820.980944,14409752512.27048,15375311863.76213,16955139452.190174,18188925027.803295,19258445194.8486,19306765784.37928,18953738182.21055
Haiti,HTI,31143794358.212906,31945738421.72103,33214940270.381493,32873572280.38453,34145649030.58149,36788429990.08092,39604175761.69553,44219425493.42808,48153803470.23077,52077811669.998405,50668411346.3413,54948262157.32574,57040339453.80266,62345203038.77555,64517314077.39387,64206242493.26876
Honduras,HND,35993717506.13953,37189242185.84417,38940032457.511246,41117057152.310265,44742986581.20094,47413930926.44631,50391619108.45012,54842727533.01925,60245709042.59808,61445032816.33674,63971636173.18086,69656272130.38826,73458878518.8707,77371523056.26273,82707002326.64062,89491991610.58563
"Hong Kong SAR, China",HKG,611015893879.3633,564846426424.9457,554306861677.8058,567033786398.3724,636071802912.5121,673516468385.9679,742180550466.6437,824707373096.5673,858002140084.7588,827360732991.9331,916616037720.0369,977136308085.2892,989494993137.6403,1028073434877.0667,1126207171510.3997,1105078467608.817
Hungary,HUN,209297566698.96405,230136538361.38495,262114030054.0374,305081442876.895,348210286618.195,400485470755.4601,421761388583.36365,505314614973.0125,560255549629.7411,461218090973.4742,447931657810.1536,502430177537.5369,488318416564.99084,502151327882.9728,526730059693.00507,499000084984.67554
Iceland,ISL,26457700305.013336,26148706922.502365,27857490083.947353,30810319374.938644,38548772151.95057,49759416438.010895,51107074632.66711,63969570112.754074,42357125461.73393,40530790934.21752,34138561008.581745,39418265138.61141,37541225627.30748,46925375756.72266,49289202868.32242,51767186793.3858
India,IND,3227134477262.991,3423599783627.983,3607005480018.9683,4032708331958.88,4549889332683.07,5122488516441.264,5781446082648.035,6682516067005.644,7007970924426.121,7711439395458.399,8667429402467.906,9448809259613.053,10196398487540.4,10651410943246.96,11269104310670.027,11814740374109.756
Indonesia,IDN,1367659624431.8882,1470508259687.326,1590453668897.5693,1725869662634.7415,1880400042834.5083,2056527660101.3179,2294992817854.7637,2571622716751.6694,2886564186729.8228,3083858572846.536,3575617038130.2847,4030535506618.1084,4411457523630.963,4580041300639.494,4639300928644.205,4607316969262.787
"Iran, Islamic Rep.",IRN,948293826779.041,1003230010712.539,1086241337630.8816,1224400718108.9133,1351716476004.479,1484170039322.804,1650503718858.2122,1921814451719.2417,2053547611976.0786,2126713434016.3044,2348097187152.17,2620589375949.017,2537019750735.5933,2346798568495.951,2273083796202.3237,1998637846516.4521
Iraq,IRQ,343797296941.8439,346302352272.1249,310582679757.09515,203212781386.15607,329325471862.00916,364432840889.8503,416573458302.7525,470682088545.25433,579031011995.7291,593291650274.385,657556323663.5494,753511290546.3552,907221739703.2098,984300667545.1423,943091236823.7225,739009146618.1542
Ireland,IRL,297053022850.075,314393274108.045,354310043421.16064,415860836755.18317,503535937900.58606,636648182927.0276,647635471254.0609,728763339353.9395,736662204536.759,662929546068.5934,611817877348.8062,603817031395.9595,619295894912.5616,681322255439.99,778887619496.7424,971520801092.2579
Isle of Man,IMN,3301254420.604031,3435547532.069252,3755643939.625697,4405887008.570244,5455551969.593615,6168207369.413306,7025218051.528949,8357865966.035254,9509126650.58018,9367510564.521435,11993848464.503927,12880641601.898,13639422092.063305,14378787048.42795,15139064831.855167,14075755999.36423
Israel,ISR,420557950981.6551,425676252298.7934,419557193963.74884,424272968078.7694,459729084404.5341,482173811467.8168,524087658089.55524,574982988126.7969,628828621862.5562,631819380460.8134,701726534977.862,769984446235.9392,781052898728.5526,863429224111.7491,908104891135.3711,922011008132.9954
Italy,ITA,3942181506511.3765,3990455937620.279,4112409351024.2036,4594216323017.647,5168186230782.405,5551601007307.232,5906025837559.785,6441825898798.218,6804806457411.0625,6529436061012.129,6515051473762.216,6793060729145.913,6439923462158.241,6510280022081.371,6527989399462.124,6101771354785.022
Jamaica,JAM,38805622577.56291,40202864768.140785,41340043179.60746,42830281235.45255,45819731456.93001,48125352262.68887,52504118479.41066,57433840619.39513,59397813017.66341,56647844649.892784,61427714868.20065,64279529834.592026,66530109509.157005,65321570461.158,66316809606.75555,66568194341.01018
Japan,JPN,13196573589087.924,12774203093624.844,12424508265829.232,12924570976579.23,13932112675700.152,14359869865669.209,14268368189840.791,14307977403651.096,14907154836040.957,14794270210198.234,16112593769479.451,17186607829183.295,17715507730384.312,16791294359827.336,15916913572891.47,14999427976609.195
Jordan,JOR,59048657459.54252,63450403123.91262,67658476278.40229,71048833234.92671,79257554401.6126,87003230185.78108,97520997245.0861,108971988075.16187,121263538454.58516,130082806604.5778,138431730823.5156,146762338118.7891,153732044873.39786,168319068406.42166,176218293318.24268,186066194606.27335
Kazakhstan,KAZ,158110550915.21185,184681423406.6926,209407727836.24228,239266379542.82617,287282739396.4106,338428811309.68665,431667348082.0863,522594027283.0325,586322513472.9482,599423935807.3527,668172579453.7844,757101211308.7179,835771801463.6403,966483411721.964,977477729626.1559,925063133005.5492
Kenya,KEN,90034155460.91965,92989043269.80202,95040438578.0713,101587425356.60538,110409584564.25894,122278396323.3413,140266981431.181,160685906732.68692,172784225246.5084,172017027753.36563,189301539901.2547,205479312658.88235,226241989588.9863,249821222676.40778,280323505040.87964,308425125531.6772
Kiribati,KIR,423066694.2774937,429753917.04853743,423796005.4912785,425501484.103341,462094126.7304467,496368082.4755265,520763379.11362976,579281691.8529178,601171081.3768225,586282364.7772965,657121342.4768434,699866682.0363913,816694918.6405935,921222658.8041744,1008486279.6511202,1126103856.8727553
"Korea, Dem. People's Rep.",PRK,23849898.97487361,23999335.31895556,24127891.458740592,24274025.574196927,24438557.11596594,24579594.17316855,24707415.78788446,24828767.826111734,24946887.051581465,25060514.080431715,25169054.31132018,25279205.802179884,25392899.6228158,25510204.88769801,25631791.474945817,25754453.179873034
"Korea, Rep.",KOR,1968961089015.601,2049221617063.125,2264505372570.5635,2429457954490.004,2727284857229.3213,3047464247323.867,3379231106570.0815,3754928569188.759,3714417509969.591,3508166094370.0874,3860797193181.837,4106040033886.1865,4308366542116.8247,4506504524478.366,4752749444459.602,4903535623725.523
Kosovo,XKX,73935861.36010505,71404183.03207406,77079618.09039575,84077745.47320229,260125958.69849733,242792482.2973094,212155435.90717703,645922895.4670138,18027756126.218094,19210932430.991085,25868859514.782757,28800380459.54997,29436843587.26668,31070013005.73736,31578094436.30208,31378552644.54773
